timestamp,temperature_C,dissolved_oxygen_mgL,pH,ammonia_mgL
2025-05-01 00:00:00,18.090645716434267,8.083881878664181,7.370206476808328,0.04197821620660544
2025-05-01 01:00:00,18.09388658371306,7.3205971871615105,7.412143076689062,0.04186703576675792
2025-05-01 02:00:00,19.052312064029508,7.133406198288382,7.385430359254802,0.046443803386294676
2025-05-01 03:00:00,19.835320995021508,7.01310953403205,7.412468359597215,0.04649581197178343
2025-05-01 04:00:00,19.830715500039627,6.502839913330874,7.488051156607349,0.04258488000826512
2025-05-01 05:00:00,20.186448024642846,6.569323220704763,7.418638443732914,0.043950772908461846
2025-05-01 06:00:00,19.863656282868874,6.402326885774062,7.4207752801421965,0.04478318452954833
2025-05-01 07:00:00,20.0693392092815,6.649393025141912,7.45451407184015,0.046755625228835127
2025-05-01 08:00:00,19.667590816806293,6.471272082596423,7.418811490849768,0.044975430505616844
2025-05-01 09:00:00,19.02916692756458,7.481392122438635,7.5073465689494405,0.05128604356444026
2025-05-01 10:00:00,18.884419448165595,7.26930134692277,7.458343831003815,0.04004554620301956
2025-05-01 11:00:00,18.96334942924962,7.328474724979067,7.452036299808976,0.055760346280308064
2025-05-01 12:00:00,17.722898737626696,7.718269797762804,7.532890101505419,0.059762520571343763
2025-05-01 13:00:00,17.3165481390564,8.114534269889123,7.454025346929559,0.046435946698274964
2025-05-01 14:00:00,17.02430969858608,8.29225428100553,7.505036071252163,0.04708621508115957
2025-05-01 15:00:00,16.52223829341901,8.499923868753514,7.5196843210161655,0.04133471504411058
2025-05-01 16:00:00,16.288210587169623,8.949036407303433,7.5033830934972965,0.042010645289595396
2025-05-01 17:00:00,15.833185382094493,8.854655986601914,7.477785105640367,0.042620709799719464
2025-05-01 18:00:00,15.496440144526028,9.106128230612018,7.54165780489684,0.04667884426989256
2025-05-01 19:00:00,15.938983093558518,9.083171073053409,7.561724084151488,0.05286408675776961
2025-05-01 20:00:00,16.62436071954121,8.86053270261121,7.50539690038923,0.0428534961542352
2025-05-01 21:00:00,16.614821651877367,8.71959360339675,7.52767903459293,0.04645494227517741
2025-05-01 22:00:00,16.805545641248447,8.148370202837382,7.563293603552151,0.04171544339052234
2025-05-01 23:00:00,17.609256682495143,8.105221710558126,7.534626426178575,0.05559459256551748
2025-05-02 00:00:00,18.05511628919856,7.828568160152742,7.541460736843172,0.04602813799572246
2025-05-02 01:00:00,19.03350830461807,7.561754315629209,7.421054199399243,0.053772545904176794
2025-05-02 02:00:00,19.1035200133752,7.113054165565347,7.4802689128357915,0.045882787848951154
2025-05-02 03:00:00,19.43037223328788,6.90459279106116,7.497580763696015,0.046931929865750566
2025-05-02 04:00:00,19.979586176337683,6.712129090235954,7.568585622366311,0.04521752331469169
2025-05-02 05:00:00,19.805864976603555,6.357254940825883,7.531314928839782,0.0445244921370849
2025-05-02 06:00:00,19.763268030251055,6.595444592746696,7.559448545230326,0.053431953703621346
2025-05-02 07:00:00,19.974983708411145,6.539752587477514,7.533155665275268,0.046246785570799635
2025-05-02 08:00:00,19.903161768617288,6.532759250065096,7.572251369613552,0.052444737256612334
2025-05-02 09:00:00,19.09668274569908,6.664636277478357,7.611389283006027,0.03971423298630576
2025-05-02 10:00:00,19.47175903867944,7.345199588908662,7.503513686935297,0.04236171628521605
2025-05-02 11:00:00,18.90654860805758,7.736924369472412,7.495936791821839,0.04719856795491716
2025-05-02 12:00:00,17.424318912140222,7.69272817373138,7.518866111686947,0.04804754034874201
2025-05-02 13:00:00,17.15478816501282,8.197090988521762,7.485470127882556,0.040225473252052155
2025-05-02 14:00:00,16.620700447177484,8.365676049691842,7.564160374414774,0.03160497212958983
2025-05-02 15:00:00,16.45089171427962,8.572599060123526,7.590164926844034,0.038841358295360874
2025-05-02 16:00:00,16.110375923944435,8.91905635822011,7.488053016044118,0.03638082168497757
2025-05-02 17:00:00,16.11360917324648,9.206029799335232,7.459715514448225,0.03370779914506258
2025-05-02 18:00:00,15.790581030350662,8.869151246524146,7.525513156925013,0.036049492999697584
2025-05-02 19:00:00,16.238245567751807,8.953905988078937,7.526521639863749,0.034645717745690925
2025-05-02 20:00:00,16.322599186437557,8.555223692402159,7.475434967571534,0.03482247051506058
2025-05-02 21:00:00,16.415786338166033,8.565146808870782,7.463200459760911,0.029596657375133388
2025-05-02 22:00:00,17.274813033907012,8.716777114878916,7.420668221566203,0.03956800817215749
2025-05-02 23:00:00,17.501085144529913,8.078953314709022,7.4626740326185415,0.031288578674941864
2025-05-03 00:00:00,18.010949253463195,7.450837213286658,7.419577664069211,0.022785076644442997
2025-05-03 01:00:00,18.460853349258393,7.491880190495445,7.492925583554307,0.020901630628999697
2025-05-03 02:00:00,19.24515291399333,7.127407305254155,7.437017676955625,0.033079396383991606
2025-05-03 03:00:00,19.44559171083571,6.7815293318217105,7.460699793528287,0.03994642413742115
2025-05-03 04:00:00,19.53671103553351,6.7832878213117205,7.447405783611629,0.028041859943305658
2025-05-03 05:00:00,19.996272866989145,6.4685776651161015,7.463210597245687,0.02826883399372353
2025-05-03 06:00:00,20.055279779189398,6.6231223095768526,7.395260863218807,0.030788136677303214
2025-05-03 07:00:00,20.428922117059006,6.612572959747515,7.486912002272121,0.029490808772555003
2025-05-03 08:00:00,19.92052381687662,6.618520582973002,7.412523738883171,0.023616953711552417
2025-05-03 09:00:00,19.169808053744454,6.752294178119271,7.422806154545603,0.03155147099851683
