dissolved_oxygen_mgL,temperature_C,feeding_activity_index,turbidity_NTU,risk
6.965925568804782,18.41245564041649,0.7301985768870392,11.140911235022324,0
5.498442326803584,16.708656935860738,0.8178143293797709,3.5485417445577787,0
7.946625801282542,17.139593776123004,0.8219409287796469,1.6789521115155064,0
7.399081200603858,18.018210029894377,0.5796308750450541,5.8541991432193745,0
6.265930391541607,21.07860052392457,0.7089477235426408,14.525611151755374,0
6.396957956385381,18.69110448546708,0.8690557757730373,0.6921983006311803,0
4.782728203608341,22.02359509053582,0.8517945977123469,2.5631907624895724,1
5.493421725576682,17.471634552360545,0.9189382984904163,4.6619140448072915,0
6.823634002798006,17.029280492669862,0.7719058223346693,1.0699493105523235,0
7.0481914968347725,18.674361012479697,0.7882898690117037,4.584847519791578,0
8.916120492393945,14.629995292177478,0.47952303324278034,1.1709274814037012,0
7.4398868378558065,18.518136450463082,0.784299391005907,3.675708946233722,0
7.075053814228478,18.50171618573482,0.6805168268885883,4.200314601004894,0
7.168068471745244,16.46863208802913,0.8494360054614619,4.014974995614144,0
7.459068484896718,17.02478023747394,0.8430310820508649,6.5283150972413475,0
7.190564378104078,18.666346677520707,0.4987333422834653,0.8239681613020707,0
7.463210476124449,15.772084928408677,0.7575600869350884,32.02452788868392,0
4.73539219695955,17.274308258899204,0.877655138920975,8.060569802039225,1
4.8121763575032315,19.559513677446628,0.75139420599395,3.0587716389293735,1
8.523181554561303,17.68699137854944,0.8933780745557534,9.35142426425673,0
4.881599277450347,18.38635438240299,0.6886165964631252,4.654419038554538,1
8.99258004508146,19.161745995681127,0.5482637166740549,4.113353538918431,0
6.496969145280193,18.43877486849395,0.9532192831838381,9.361178157734045,0
7.097174773815775,19.109200773491885,0.8306993652121752,4.7981498407414165,0
5.468693849951657,21.703745465122537,0.9159256911993382,7.009659130123015,1
5.500154599340502,15.934495340882588,0.8667041118517942,1.6305334859000995,0
6.166767994439974,16.8433495336723,0.5385078283496814,3.229524245412957,0
6.660803342815858,21.853409726543585,0.7103400001322483,12.028319674133943,1
8.799874806402098,17.858230793874604,0.5493161926743103,16.666544298854888,0
